name,description,logoid,update_mode,type,typespecs,close,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
ASTS,"AST SpaceMobile, Inc.",ast-spacemobile,streaming,stock,common,27.11,100,1,false,0,USD,3.9493865,9551390,0.73771334,7854715335.000001,USD,,-2.1357,-154.97851003,0,Communications,america,Communications,1
ASUR,Asure Software Inc,asure-software,streaming,stock,common,10.49,100,1,false,0,USD,-0.75685904,228352,3.79278157,278550683,USD,,-0.4723,-49.60405448,0,Technology services,america,Technology Services,1
ASYS,"Amtech Systems, Inc.",amtech-systems,streaming,stock,common,4.94,100,1,false,0,USD,-2.17821782,52649,0.5784778,70587988,USD,59.375,0.0832,,0,Producer manufacturing,america,Producer Manufacturing,1.5
ATAI,ATAI Life Sciences N.V.,atai-life-sciences,streaming,stock,common,1.72,100,1,false,0,USD,4.24242424,1897641,0.39787369,333667749.00000006,USD,,-0.8043,-89.51460886,0,Health technology,america,Health Technology,1
ATCH,"AtlasClear Holdings, Inc.",,streaming,stock,common,3.25,100,1,false,0,USD,-6.6091954,1478896,0.08196969,3902311,USD,,-625.5036,-81471.61441395,0,Technology services,america,Technology Services,
ATEC,"Alphatec Holdings, Inc.",alphatec,streaming,stock,common,12.53,100,1,false,0,USD,3.38283828,3473332,1.94738624,1806189825.0000005,USD,,-1.1357,26.47287324,0,Health technology,america,Health Technology,1.125
ATEN,"A10 Networks, Inc.",a10-networks,streaming,stock,common,20.79,100,1,false,0,USD,1.66259169,2399837,3.06551593,1537902536,USD,31.13673806,0.6677,25.79125848,1.1544,Technology services,america,Technology Services,1.625
ATER,"Aterian, Inc.",aterian,streaming,stock,common,2.06,100,1,false,0,USD,-4.62962963,42707,0.98142267,18035683,USD,,-2.6945,80.15525228,0,Retail trade,america,Retail Trade,1.333333
ATEX,Anterix Inc.,anterix,streaming,stock,common,39,100,1,false,0,USD,1.64190774,129340,0.51222038,724884590,USD,,-1.6253,-294.5535073,0,Communications,america,Communications,1
ATGE,Adtalem Global Education Inc.,adtalem-global-education,streaming,stock,common,102.31,100,1,false,0,USD,2.2384331,526926,1.18245882,3812563263,USD,19.06918661,5.3652,95.47491529,0,Consumer services,america,Consumer Services,1.166667
ATGL,Alpha Technology Group Limited,,streaming,stock,common,31.29,100,1,false,0,USD,-4.28265525,34297,0.55958192,477563633,USD,,-0.046,99.84849283,0,Technology services,america,Technology Services,
ATHA,"Athira Pharma, Inc.",athira-pharma,streaming,stock,common,0.4107,10000,1,false,0,USD,-2.81590156,116935,0.64241599,16034732,USD,,-2.519,18.60540261,0,Health technology,america,Health Technology,2
ATI,ATI Inc.,allegheny-technologies,streaming,stock,common,58.16,100,1,false,0,USD,2.19645054,1604527,1.11867854,8268428694.000001,USD,22.77390555,2.5538,1.20873459,0,Non-energy minerals,america,Non-Energy Minerals,1.25
ATKR,Atkore Inc.,atkore,streaming,stock,common,61.5,100,1,false,0,USD,-1.26826136,862875,1.25443933,2115521032,USD,5.95497458,10.3275,-38.07413715,2.0813,Producer manufacturing,america,Producer Manufacturing,1.583333
ATLC,Atlanticus Holdings Corporation,atlanticus,streaming,stock,common,54.93,100,1,false,0,USD,0.42047532,90803,1.83723226,809605696,USD,12.34603974,4.4492,8.03224553,0,Finance,america,Finance,1.285714
ATLN,Atlantic International Corp.,,streaming,stock,common,2.11,100,1,false,0,USD,-0.47169811,4603,0.22592076,120983466,USD,,-8.2415,51.10962147,0,Health technology,america,Health Technology,
ATLO,Ames National Corporation,ames-national,streaming,stock,common,18.77,100,1,false,0,USD,0.91397849,14555,1.17536379,168782970,USD,16.52870729,1.1356,-5.59481254,5.00799,Finance,america,Finance,
ATLX,Atlas Lithium Corporation,atlas-lithium,streaming,stock,common,5.23,100,1,false,0,USD,3.56435644,141551,0.88141818,80625802,USD,,-3.5715,-13.95979579,0,Non-energy minerals,america,Non-Energy Minerals,
ATMC,AlphaTime Acquisition Corp,alphatime-acquisition,streaming,stock,common,11.62,100,1,false,0,USD,0.34542314,23298,6.05614765,79869300,USD,50.58772312,0.2297,-1.62740899,0,Finance,america,Finance,
ATMU,Atmus Filtration Technologies Inc.,atmus-filtration-technologies,streaming,stock,common,39.8,100,1,false,0,USD,3.10880829,795783,0.77996286,3298073614,USD,17.91582264,2.2215,8.07589394,0.251256,Producer manufacturing,america,Producer Manufacturing,1.285714
ATMV,AlphaVest Acquisition Corp,alphavest-acquisition,streaming,stock,common,11.5301,100,1,false,0,USD,-0.28883988,200,0.01102463,44446875.20558301,USD,39.74526026,0.2901,28.87605509,0,Finance,america,Finance,
ATNF,180 Life Sciences Corp.,180-life-sciences,streaming,stock,common,1.17,100,1,false,0,USD,0,39195,0.79379385,3717089,USD,,-4.8111,98.21124361,0,Health technology,america,Health Technology,
ATNI,"ATN International, Inc.",atn-international,streaming,stock,common,17.28,100,1,false,0,USD,-0.0578369,71268,1.48262182,261173659.99999997,USD,,-2.7192,-183.04361403,5.55556,Communications,america,Communications,1.25
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware)",actinium-pharmaceuticals,streaming,stock,common,1.15,100,1,false,0,USD,4.54545455,113980,0.71495016,35875273,USD,,-1.3978,26.96588119,0,Health technology,america,Health Technology,1.25
ATO,Atmos Energy Corporation,atmos-energy,streaming,stock,common,152.13,100,1,false,0,USD,1.66399358,1071730,1.17748641,24147323431,USD,21.75616732,6.9925,11.00792177,2.20206,Utilities,america,Utilities,1.6
ATOM,Atomera Incorporated,atomera,streaming,stock,common,5.87,100,1,false,0,USD,12.88461538,1030054,1.28441779,168927617,USD,,-0.6786,15.24915699,0,Commercial services,america,Commercial Services,1
ATOS,"Atossa Therapeutics, Inc.",atossa-therapeutics,streaming,stock,common,0.7657,10000,1,false,0,USD,2.77852349,501930,0.90986412,96326018,USD,,-0.2144,9.11403137,0,Health technology,america,Health Technology,1
ATPC,Agape ATP Corporation,,streaming,stock,common,1.01,100,1,false,0,USD,0,94590,0.01196101,4029856,USD,,-0.6863,-39.26542208,0,Health technology,america,Health Technology,
ATR,"AptarGroup, Inc.",aptargroup,streaming,stock,common,146.75,100,1,false,0,USD,0.76907231,348660,0.78833269,9758185318,USD,26.51549372,5.5345,30.23885163,1.19932,Process industries,america,Process Industries,1.333333
ATRA,"Atara Biotherapeutics, Inc.",atara-biotherapeutics,streaming,stock,common,6.91,100,1,false,0,USD,0.29027576,98713,1.29526941,39799871,USD,,-25.6572,-38.55275948,0,Health technology,america,Health Technology,1.428571
ATRC,"AtriCure, Inc.",atricure,streaming,stock,common,38.74,100,1,false,0,USD,0.62337662,675018,1.10815738,1893595953.9999995,USD,,-0.9518,-44.89267773,0,Health technology,america,Health Technology,1
ATRO,Astronics Corporation,astronics,streaming,stock,common,20.01,100,1,false,0,USD,0.35105316,632303,1.84680068,696063330,USD,,-0.1812,85.23949169,0,Electronic technology,america,Electronic Technology,1.666667
ATSG,"Air Transport Services Group, Inc",air-transport-services,streaming,stock,common,22.33,100,1,false,0,USD,-0.04476276,616720,0.75431433,1471387568,USD,,-0.0392,-102.65816776,0,Transportation,america,Transportation,2
ATUS,"Altice USA, Inc.",altice-usa,streaming,stock,common,2.86,100,1,false,0,USD,-0.34843206,1876821,0.63519026,1324766131,USD,,-0.2235,-291.35273973,0,Communications,america,Communications,1.972222
ATXG,Addentax Group Corp.,addentax,streaming,stock,common,0.9,10000,1,false,0,USD,-7.50256937,10688,0.33501342,5439392,USD,,-0.416,46.05809129,0,Producer manufacturing,america,Producer Manufacturing,
ATXI,"Avenue Therapeutics, Inc.",avenue-therapeutics,streaming,stock,common,1.1,100,1,false,0,USD,-12,194379,3.42649687,2259315,USD,,-14.1982,86.44809056,0,Health technology,america,Health Technology,1
ATXS,"Astria Therapeutics, Inc.",astria-therapeutics,streaming,stock,common,6.44,100,1,false,0,USD,2.06022187,292188,1.64801435,363436376,USD,,-2.0933,4.89755122,0,Health technology,america,Health Technology,1
ATYR,"aTyr Pharma, Inc.",atyr-pharma,streaming,stock,common,3.955,100,1,false,0,USD,2.19638243,954651,0.49842188,331992208,USD,,-0.9368,2.74086379,0,Health technology,america,Health Technology,1
AUB,Atlantic Union Bankshares Corporation,union-bankshares,streaming,stock,common,35.67,100,1,false,0,USD,1.13410831,1159016,1.51849054,3204117075.0000005,USD,15.59958016,2.2866,-9.74541149,3.70059,Finance,america,Finance,1.3
AUBN,"Auburn National Bancorporation, Inc.",auburn-national-bancorporation,streaming,stock,common,21.48,100,1,false,0,USD,0.93984962,4819,2.74102725,75044655,USD,11.73129437,1.831,361.67423096,5.02793,Finance,america,Finance,
AUDC,AudioCodes Ltd.,audiocodes,streaming,stock,common,11.02,100,1,false,0,USD,0.91575092,50022,0.54983128,327070927,USD,22.10631896,0.4985,78.03571429,3.26679,Electronic technology,america,Electronic Technology,2
AUID,authID Inc.,ipsidy,streaming,stock,common,4.98,100,1,false,0,USD,1.63265306,17369,0.6657391,54386127,USD,,-1.3157,93.80867454,0,Electronic technology,america,Electronic Technology,
AUNA,Auna SA,auna-sa,streaming,stock,common,8.63,100,1,false,0,USD,7.875,43889,1.34268862,258900003.00000003,USD,,-0.9823,-39.96865204,0,Health services,america,Health Services,1
AUPH,Aurinia Pharmaceuticals Inc,aurinia,streaming,stock,common,7.95,100,1,false,0,USD,5.29801325,1850040,1.2368838,1091845181,USD,205.95854922,0.0386,,0,Health technology,america,Health Technology,1.25
AUR,"Aurora Innovation, Inc.",aurora-innovation,streaming,stock,common,7.27,100,1,false,0,USD,3.85714286,19450765,0.9617284,12652901562.999998,USD,,-0.4621,24.40700147,0,Technology services,america,Technology Services,1.666667
AURA,"Aura Biosciences, Inc.",aura-biosciences,streaming,stock,common,7.49,100,1,false,0,USD,1.62822252,105037,0.62281609,374136466,USD,,-1.7307,11.25980618,0,Health technology,america,Health Technology,1
AUST,Austin Gold Corp.,austin-gold,streaming,stock,common,1.24,100,1,false,0,USD,0,122174,1.36638099,16457000,USD,,-0.232,23.02587923,0,Non-energy minerals,america,Non-Energy Minerals,
AUUD,Auddia Inc.,auddia,streaming,stock,common,0.31,10000,1,false,0,USD,2.95582863,157656,0.01577623,1758839,USD,,-5.9913,57.70588318,0,Technology services,america,Technology Services,
AVA,Avista Corporation,avista,streaming,stock,common,39.97,100,1,false,0,USD,0.20055152,1052590,1.77668363,3202646663.9999995,USD,17.54070303,2.2787,2.29394864,4.79109,Utilities,america,Utilities,1.916667
AVAH,Aveanna Healthcare Holdings Inc.,aveanna-healthcare,streaming,stock,common,4.26,100,1,false,0,USD,-2.73972603,290444,1.40671965,823139285,USD,,-0.3438,81.44530196,0,Health services,america,Health Services,2.125
AVAV,"AeroVironment, Inc.",aerovironment,streaming,stock,common,149.62,100,1,false,0,USD,-1.4750428,452167,1.08257629,4222192257.999999,USD,86.65083686,1.7267,,0,Electronic technology,america,Electronic Technology,1.357143
AVBP,"ArriVent BioPharma, Inc.",arrivent-biopharma-inc,streaming,stock,common,23.61,100,1,false,0,USD,-0.37974684,223593,1.36156953,795589940,USD,,-2.4158,-38.12464265,0,Health technology,america,Health Technology,1
AVD,American Vanguard Corporation,american-vanguard,streaming,stock,common,5.14,100,1,false,0,USD,-1.15384615,141925,1.03923653,147969434,USD,,-1.0341,-790.32042724,2.33463,Process industries,america,Process Industries,1
AVDL,Avadel Pharmaceuticals plc,avadel-pharmaceuticals-plc,streaming,stock,common,7.91,100,1,false,0,USD,2.99479167,2766870,1.99201658,762219720.0000001,USD,,-0.7721,64.18665059,0,Health technology,america,Health Technology,1
AVDX,"AvidXchange Holdings, Inc.",avidxchange-holdings,streaming,stock,common,7.6,100,1,false,0,USD,3.26086957,3242278,1.70659971,1563517333,USD,194.87179487,0.039,,0,Technology services,america,Technology Services,1.794118
AVGO,Broadcom Inc.,broadcom,streaming,stock,common,199.43,100,1,false,0,USD,0.82406471,39746116,1.68069052,934799364180,USD,163.58789271,1.2191,-62.98803813,1.0881,Electronic technology,america,Electronic Technology,1.261364
AVIR,"Atea Pharmaceuticals, Inc.",atea-pharmaceuticals,streaming,stock,common,3.03,100,1,false,0,USD,-0.98039216,399002,1.46976787,255923088.00000003,USD,,-2.0721,-31.62040272,0,Health technology,america,Health Technology,1.75
AVNS,"Avanos Medical, Inc.",avanos-medical,streaming,stock,common,15.05,100,1,false,0,USD,-1.05193951,581767,1.18511301,692347373,USD,,-8.525,-546.02909973,0,Health technology,america,Health Technology,2
AVNT,Avient Corporation,avient,streaming,stock,common,42.77,100,1,false,0,USD,1.61558565,563727,0.74208937,3910860883.999999,USD,23.25594041,1.8391,123.19174757,2.43746,Process industries,america,Process Industries,1.142857
AVNW,"Aviat Networks, Inc.",aviat-networks,streaming,stock,common,20.93,100,1,false,0,USD,0.38369305,143227,0.67766049,265475784.99999997,USD,,-0.2854,-122.59341355,0,Electronic technology,america,Electronic Technology,1
AVO,"Mission Produce, Inc.",mission-produce,streaming,stock,common,12.35,100,1,false,0,USD,0.81632653,423267,1.52312173,877736099.9999999,USD,23.90168376,0.5167,,0,Process industries,america,Process Industries,1
AVPT,"AvePoint, Inc.",avepoint,streaming,stock,common,14.94,100,1,false,0,USD,-12.529274,4467827,2.79144069,2801418616,USD,,-0.1574,-30.51409619,0,Technology services,america,Technology Services,1.285714
AVR,Anteris Technologies Global Corp.,,streaming,stock,common,7,100,1,false,0,USD,-0.70921986,100144,0.8323581,252127999.99999997,USD,,-1.9784,,0,Health technology,america,Health Technology,1.125
AVT,"Avnet, Inc.",avnet,streaming,stock,common,50.54,100,1,false,0,USD,0.01979022,1155453,1.70759368,4371940662.000001,USD,14.32539683,3.528,-51.23030135,2.53265,Distribution services,america,Distribution Services,2.071429
AVTE,"Aerovate Therapeutics, Inc.",aerovate-therapeutics,streaming,stock,common,2.43,100,1,false,0,USD,0.41322314,121336,1.14453888,70165070,USD,,-2.9953,-9.28561004,0,Health technology,america,Health Technology,2
AVTR,"Avantor, Inc.",avantor,streaming,stock,common,16.7,100,1,false,0,USD,1.27349909,6975665,1.06141559,11371073737,USD,16.02225847,1.0423,120.26627219,0,Health technology,america,Health Technology,1.416667
AVTX,"Avalo Therapeutics, Inc.",avalo-therapeutics,streaming,stock,common,7.31,100,1,false,0,USD,10.75757576,48816,1.02720139,76489154,USD,,-168.2296,72.92464139,0,Health technology,america,Health Technology,1.166667
AVXL,Anavex Life Sciences Corp.,anavex-life-sciences,streaming,stock,common,7.91,100,1,false,0,USD,0.76433121,2027260,2.14251374,672857758.9999999,USD,,-0.5522,-3.08008214,0,Health technology,america,Health Technology,1
AVY,Avery Dennison Corporation,avery-dennison,streaming,stock,common,187.97,100,1,false,0,USD,1.3369993,718085,1.30966883,14848619058.000002,USD,21.54606206,8.7241,40.69540536,1.8354,Process industries,america,Process Industries,1.566667
AWH,Aspira Women's Health Inc.,aspira-women-s-health,streaming,stock,common,0.1656,10000,1,false,0,USD,-2.58823529,509007,0.48716571,2926984,USD,,-1.1998,92.30971381,0,Health technology,america,Health Technology,1
AWI,Armstrong World Industries Inc,armstrong-world-industries,streaming,stock,common,153.66,100,1,false,0,USD,1.63370593,257512,0.74361431,6678717194,USD,25.50542775,6.0246,20.62468716,0.747104,Producer manufacturing,america,Producer Manufacturing,1.5625
AWK,"American Water Works Company, Inc.",american-water-works,streaming,stock,common,135.97,100,1,false,0,USD,1.45500672,2339981,1.26722362,26506986168.999996,USD,25.22540908,5.3902,10.38253604,2.2505,Utilities,america,Utilities,1.821429
AWR,American States Water Company,american-states-water,streaming,stock,common,76.54,100,1,false,0,USD,0.65754866,251873,1.03023464,2920503643.9999995,USD,24.17103518,3.1666,-5.90437702,2.38633,Utilities,america,Utilities,2.125
AWRE,"Aware, Inc.",aware,streaming,stock,common,1.6,100,1,false,0,USD,0,32743,1.00047666,33926273,USD,,-0.3551,-54.99781755,0,Technology services,america,Technology Services,
AWX,Avalon Holdings Corporation,avalon,streaming,stock,common,3.27,100,1,false,0,USD,1.23839009,2597,0.18098318,12751139,USD,12.960761,0.2523,,0,Industrial services,america,Industrial Services,
AX,"Axos Financial, Inc.",axos-financial,streaming,stock,common,66.8,100,1,false,0,USD,0.70857832,453803,1.52324801,3814178398.000001,USD,8.97849462,7.44,9.70700562,0,Finance,america,Finance,1.25
AXDX,"Accelerate Diagnostics, Inc.",accelerate-diagnostics,streaming,stock,common,1.08,100,1,false,0,USD,0,20310,0.89063713,27047328,USD,,-2.7228,55.49671472,0,Health technology,america,Health Technology,1
AXGN,"Axogen, Inc.",axogen,streaming,stock,common,20.01,100,1,false,0,USD,2.98507463,1169909,1.90657449,887319134.9999999,USD,,-0.2304,54.55621302,0,Health technology,america,Health Technology,1.071429
AXIL,"AXIL Brands, Inc.",axil-brands,streaming,stock,common,8.1566,100,1,false,0,USD,-3.60338002,5634,0.20876254,52747527,USD,40.2199211,0.2028,80.10657194,0,Consumer non-durables,america,Consumer Non-Durables,
AXL,"American Axle & Manufacturing Holdings, Inc.",american-axle-manufacturing,streaming,stock,common,4.96,100,1,false,0,USD,-0.8,2293663,0.6765851,583201922,USD,17.24617524,0.2876,,0,Producer manufacturing,america,Producer Manufacturing,1.928571
AXON,"Axon Enterprise, Inc.",axon-enterprise,streaming,stock,common,528.45,100,1,false,0,USD,0.57285323,1153735,0.73806183,40296837309.00001,USD,110.58446858,4.7787,107.14812085,0,Electronic technology,america,Electronic Technology,1.277778
AXP,American Express Company,american-express,streaming,stock,common,300.96,100,1,false,0,USD,2.29775663,3336314,1.45829902,211434056165,USD,21.48057213,14.0108,24.92577104,0.930356,Finance,america,Finance,1.774194
AXR,AMREP Corporation,amrep-corporation,streaming,stock,common,25.6,100,1,false,0,USD,0.43154178,12319,0.7633252,135358706,USD,11.11593574,2.303,-34.59801778,0,Finance,america,Finance,
AXS,Axis Capital Holdings Limited,axis-capital,streaming,stock,common,96.88,100,1,false,0,USD,0.62318238,753315,1.16179111,7826603934,USD,7.85280052,12.337,207.41820538,1.81668,Finance,america,Finance,1.4
AXSM,"Axsome Therapeutics, Inc.",axsome-therapeutics,streaming,stock,common,127.54,100,1,false,0,USD,0.89391662,851338,0.84292694,6219539639,USD,,-5.9954,-15.28950253,0,Health technology,america,Health Technology,1.029412
